Offset,Hash,Original,Translation
442708,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
442712,3067250652,ハンターズギルド,헌터즈 길드
442716,2501372041,"今ギルドでは、凄腕ハンター
の方々に向けて、ギルドで
保管している素材の提供を
考えています。
ただし、素材数にも限りがあ
るため、ある程度実力のある
ハンターの方のみとさせて頂
きます。","현재 길드에서는, 실력
있는 헌터 여러분을 위해,
길드에서 보관하고 있는
소재의 제공을 생각하고
있습니다. 다만, 소재 수에도
한도가 있으므로, 어느 정도
실력이 있는 헌터분에게만
한정하도록 하겠습니다."
443040,353493967,"≪猟団クエスト≫
猟団依頼！飛竜種の剥ぎ","≪수렵단 퀘스트≫
수렵단 의뢰! 비룡종 갈무리"
443044,1033779729,リオレウス変種１頭,리오레우스 변종 1마리
443048,2865898201,主目標の頭部破壊,주목표의 두부 파괴
443052,20673372,主目標の翼爪破壊,주목표의 익조 파괴
443056,1817109825,"主目標１頭の討伐
及び、各指定部位の破壊","주목표 1마리 토벌
및, 각 지정 부위 파괴"
443060,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
443064,3067250652,ハンターズギルド,헌터즈 길드
443068,2501372041,"今ギルドでは、凄腕ハンター
の方々に向けて、ギルドで
保管している素材の提供を
考えています。
ただし、素材数にも限りがあ
るため、ある程度実力のある
ハンターの方のみとさせて頂
きます。","현재 길드에서는, 실력
있는 헌터 여러분을 위해,
길드에서 보관하고 있는
소재의 제공을 생각하고
있습니다. 다만, 소재 수에도
한도가 있으므로, 어느 정도
실력이 있는 헌터분에게만
한정하도록 하겠습니다."
443392,256235652,"≪猟団クエスト≫
猟団依頼！鳥竜種の剥ぎ","≪수렵단 퀘스트≫
수렵단 의뢰! 조룡종 갈무리"
443396,861530005,イャンガルルガ変種１頭,얀가루루가 변종 1마리
443400,1831255327,主目標の背中破壊,주목표의 등 파괴
443404,542594158,主目標の翼破壊,주목표의 날개 파괴
443408,1817109825,"主目標１頭の討伐
及び、各指定部位の破壊","주목표 1마리 토벌
및, 각 지정 부위 파괴"
443412,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
443416,3067250652,ハンターズギルド,헌터즈 길드
443420,2501372041,"今ギルドでは、凄腕ハンター
の方々に向けて、ギルドで
保管している素材の提供を
考えています。
ただし、素材数にも限りがあ
るため、ある程度実力のある
ハンターの方のみとさせて頂
きます。","현재 길드에서는, 실력
있는 헌터 여러분을 위해,
길드에서 보관하고 있는
소재의 제공을 생각하고
있습니다. 다만, 소재 수에도
한도가 있으므로, 어느 정도
실력이 있는 헌터분에게만
한정하도록 하겠습니다."
443744,1074018815,"≪猟団クエスト≫
猟団依頼！魚竜種の剥ぎ","≪수렵단 퀘스트≫
수렵단 의뢰! 어룡종 갈무리"
443748,3002357109,ヴォルガノス変種１頭,볼가노스 변종 1마리
443752,1998019341,主目標の頭破壊,주목표의 머리 파괴
443756,1047535052,主目標の背ビレ破壊,주목표의 등지느러미 파괴
443760,1817109825,"主目標１頭の討伐
及び、各指定部位の破壊","주목표 1마리 토벌
및, 각 지정 부위 파괴"
443764,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
443768,3067250652,ハンターズギルド,헌터즈 길드
443772,2501372041,"今ギルドでは、凄腕ハンター
の方々に向けて、ギルドで
保管している素材の提供を
考えています。
ただし、素材数にも限りがあ
るため、ある程度実力のある
ハンターの方のみとさせて頂
きます。","현재 길드에서는, 실력
있는 헌터 여러분을 위해,
길드에서 보관하고 있는
소재의 제공을 생각하고
있습니다. 다만, 소재 수에도
한도가 있으므로, 어느 정도
실력이 있는 헌터분에게만
한정하도록 하겠습니다."
444096,540552335,"≪猟団クエスト≫
猟団依頼！甲殻種の剥ぎ","≪수렵단 퀘스트≫
수렵단 의뢰! 갑각종 갈무리"
444100,3866455761,ダイミョウザザミ変種１匹,다이묘자자미 변종 1마리
444104,4066586846,主目標のツメ破壊,주목표의 집게발 파괴
444108,295701993,主目標のヤド破壊,주목표의 등딱지 파괴
444112,2257717361,"主目標１匹の討伐
及び、各指定部位の破壊","주목표 1마리 토벌
및, 각 지정 부위 파괴"
444116,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
444120,3067250652,ハンターズギルド,헌터즈 길드
444124,2501372041,"今ギルドでは、凄腕ハンター
の方々に向けて、ギルドで
保管している素材の提供を
考えています。
ただし、素材数にも限りがあ
るため、ある程度実力のある
ハンターの方のみとさせて頂
きます。","현재 길드에서는, 실력
있는 헌터 여러분을 위해,
길드에서 보관하고 있는
소재의 제공을 생각하고
있습니다. 다만, 소재 수에도
한도가 있으므로, 어느 정도
실력이 있는 헌터분에게만
한정하도록 하겠습니다."
444448,929975027,"≪猟団クエスト≫
猟団依頼！牙獣種の剥ぎ","≪수렵단 퀘스트≫
수렵단 의뢰! 아수종 갈무리"
444452,2345132685,ババコンガ変種１頭,바바콩가 변종 1마리
444456,2865898201,主目標の頭部破壊,주목표의 두부 파괴
444460,3403259335,主目標の爪破壊,주목표의 발톱 파괴
444464,1817109825,"主目標１頭の討伐
及び、各指定部位の破壊","주목표 1마리 토벌
및, 각 지정 부위 파괴"
444468,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
444472,3067250652,ハンターズギルド,헌터즈 길드
444476,2501372041,"今ギルドでは、凄腕ハンター
の方々に向けて、ギルドで
保管している素材の提供を
考えています。
ただし、素材数にも限りがあ
るため、ある程度実力のある
ハンターの方のみとさせて頂
きます。","현재 길드에서는, 실력
있는 헌터 여러분을 위해,
길드에서 보관하고 있는
소재의 제공을 생각하고
있습니다. 다만, 소재 수에도
한도가 있으므로, 어느 정도
실력이 있는 헌터분에게만
한정하도록 하겠습니다."
444800,315570101,"≪猟団クエスト≫
Ｇ８アンケート武器・３種","≪수렵단 퀘스트≫
Ｇ８ 앙케트 무기·３종"
444804,2522117457,ミドガロン１頭の狩猟,미드가론 １마리 사냥
444808,4136209403,ミドガロンの頭部破壊,미드가론의 두부 파괴
444812,830280765,ミドガロンの背中破壊,미드가론의 등 파괴
444816,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
444820,1161211646,"３回力尽きる
タイムアップ","３회 기절
타임업"
444824,3067250652,ハンターズギルド,헌터즈 길드
444828,2275950569,"ジンオウガ狩猟解禁イベント
「遷悠種襲来！ジンオウガを
狩猟せよ」にて
雷狼竜の狩猟数70万頭突破を
記念して行われたアンケート
にて性能が決定された
穿龍棍、大剣、双剣の
生産素材と強化素材を入手
できるクエストになります。","진오우거 사냥 해금 이벤트
「천유종 습격! 진오우거를
사냥하라」에서 뇌랑룡의 사냥
수 70만 마리 돌파를 기념하여
실시된 앙케트에서 성능이
결정된 천룡곤, 대검, 쌍검의
생산 소재와 강화 소재를 입수
할 수 있는 퀘스트입니다."
445152,2582355698,"≪猟団クエスト≫
深まる絆・喰血竜編","≪수렵단 퀘스트≫
깊어지는 인연·끽혈룡편"
445156,97781511,バルラガル１頭の討伐,바루라갈 １마리 토벌
445160,1897795950,バルラガルの舌破壊,바루라갈의 혀 파괴
445164,786554555,バルラガルの尻尾破壊,바루라갈의 꼬리 파괴
445168,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
445172,1161211646,"３回力尽きる
タイムアップ","３회 기절
타임업"
445176,1526816983,教官,교관
445180,4006731960,"うむ！吾輩だ！教官だ！
今日は諸君らの絆をさらに
深めるべく、難しい依頼を
用意させてもらった。
モンスターの討伐と部位破壊
を、猟団の仲間と行うのだ。
支給品も一切用意しないので、
事前に仲間たちと相談して
出発せよ。","음! 본관이다! 교관이다!
오늘은 제군들의 인연을 더욱
깊게 하고자, 어려운 의뢰를
준비하였다. 몬스터의 토벌과
부위 파괴를, 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라."
445504,1677867292,"≪猟団クエスト≫
深まる絆・華鳳鳥編","≪수렵단 퀘스트≫
깊어지는 인연·화봉조편"
445508,664651180,フォロクルル１頭の討伐,포로쿠루루 １마리 토벌
445512,257835480,フォロクルルの頭部破壊,포로쿠루루의 두부 파괴
445516,1259789214,なし,없음
445520,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
445524,1161211646,"３回力尽きる
タイムアップ","３회 기절
타임업"
445528,1526816983,教官,교관
445532,4006731960,"うむ！吾輩だ！教官だ！
今日は諸君らの絆をさらに
深めるべく、難しい依頼を
用意させてもらった。
モンスターの討伐と部位破壊
を、猟団の仲間と行うのだ。
支給品も一切用意しないので、
事前に仲間たちと相談して
出発せよ。","음! 본관이다! 교관이다!
오늘은 제군들의 인연을 더욱
깊게 하고자, 어려운 의뢰를
준비하였다. 몬스터의 토벌과
부위 파괴를, 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라."
445856,3414974887,"≪猟団クエスト≫
深まる絆・蛮竜編","≪수렵단 퀘스트≫
깊어지는 인연·만룡편"
445860,1522816411,グレンゼブル１頭の討伐,그렌제블 １마리 토벌
445864,608235221,グレンゼブルの左翼破壊,그렌제블의 좌측 날개 파괴
445868,286956895,グレンゼブルの尻尾切断,그렌제블의 꼬리 절단
445872,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
445876,1161211646,"３回力尽きる
タイムアップ","３회 기절
타임업"
445880,1526816983,教官,교관
445884,4006731960,"うむ！吾輩だ！教官だ！
今日は諸君らの絆をさらに
深めるべく、難しい依頼を
用意させてもらった。
モンスターの討伐と部位破壊
を、猟団の仲間と行うのだ。
支給品も一切用意しないので、
事前に仲間たちと相談して
出発せよ。","음! 본관이다! 교관이다!
오늘은 제군들의 인연을 더욱
깊게 하고자, 어려운 의뢰를
준비하였다. 몬스터의 토벌과
부위 파괴를, 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라."
446208,458525071,"≪猟団クエスト≫
深まる絆・金火竜編","≪수렵단 퀘스트≫
깊어지는 인연·금화룡편"
446212,1098268929,リオレイア希少種１頭の討伐,리오레이아희소종 １마리 토벌
446216,3260847344,リオレイア希少種の翼爪破壊,리오레이아 희소종의 날개발톱 파괴
446220,178817477,リオレイア希少種の尻尾切断,리오레이아 희소종 꼬리 절단
446224,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
446228,1161211646,"３回力尽きる
タイムアップ","３회 기절
타임업"
446232,1526816983,教官,교관
446236,4006731960,"うむ！吾輩だ！教官だ！
今日は諸君らの絆をさらに
深めるべく、難しい依頼を
用意させてもらった。
モンスターの討伐と部位破壊
を、猟団の仲間と行うのだ。
支給品も一切用意しないので、
事前に仲間たちと相談して
出発せよ。","음! 본관이다! 교관이다!
오늘은 제군들의 인연을 더욱
깊게 하고자, 어려운 의뢰를
준비하였다. 몬스터의 토벌과
부위 파괴를, 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라."
446560,3746300609,"≪猟団クエスト≫
試されし絆・金棘編","≪수렵단 퀘스트≫
시험받는 인연·금극편"
446564,3798359097,ラージャン１頭の討伐,라잔 １마리 토벌
446568,3034761015,エスピナス亜種１頭の討伐,에스피나스 아종 １마리 토벌
446572,1259789214,なし,없음
446576,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
446580,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
446584,1526816983,教官,교관
446588,3364524037,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意させて
もらった。複数のモンスター
の討伐を、猟団の
仲間と行うのだ。支給品も
一切用意しないので、事前に
仲間たちと相談して出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비 하였다. 여러 마리의
몬스터 토벌을, 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라.
보수는 특수한 광석이다!"
446912,3651915480,"≪猟団クエスト≫
試されし絆・鎧毒編","≪수렵단 퀘스트≫
시험받는 인연·개독편"
446916,1837915603,グラビモス１頭の討伐,그라비모스 １마리 토벌
446920,3609684744,ゲリョス亜種１頭の討伐,게료스 아종 １마리 토벌
446924,1259789214,なし,없음
446928,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
446932,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
446936,1526816983,教官,교관
446940,3364524037,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意させて
もらった。複数のモンスター
の討伐を、猟団の
仲間と行うのだ。支給品も
一切用意しないので、事前に
仲間たちと相談して出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비 하였다. 여러 마리의
몬스터 토벌을, 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라.
보수는 특수한 광석이다!"
447264,1514959808,"≪猟団クエスト≫
試されし絆・双緑編","≪수렵단 퀘스트≫
시험받는 인연·쌍록편"
447268,3552046872,リオレイア１頭の討伐,리오레이아 １마리 토벌
447272,3820693366,エスピナス１頭の討伐,에스피나스 １마리 토벌
447276,1259789214,なし,없음
447280,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
447284,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
447288,1526816983,教官,교관
447292,3364524037,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意させて
もらった。複数のモンスター
の討伐を、猟団の
仲間と行うのだ。支給品も
一切用意しないので、事前に
仲間たちと相談して出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비 하였다. 여러 마리의
몬스터 토벌을, 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라.
보수는 특수한 광석이다!"
447616,3648719734,"≪猟団クエスト≫
試されし絆・双毒編","≪수렵단 퀘스트≫
시험받는 인연·쌍독편"
447620,1132155759,ゲリョス１頭の討伐,게료스 １마리 토벌
447624,3609684744,ゲリョス亜種１頭の討伐,게료스 아종 １마리 토벌
447628,1259789214,なし,없음
447632,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
447636,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
447640,1526816983,教官,교관
447644,3364524037,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意させて
もらった。複数のモンスター
の討伐を、猟団の
仲間と行うのだ。支給品も
一切用意しないので、事前に
仲間たちと相談して出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비 하였다. 여러 마리의
몬스터 토벌을, 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라.
보수는 특수한 광석이다!"
447968,1489084420,"≪猟団クエスト≫
試されし絆・赤雪編","≪수렵단 퀘스트≫
시험받는 인연·적설편"
447972,1190095170,フルフル亜種１頭の討伐,푸르푸르 아종 １마리 토벌
447976,20651529,ドドブランゴ１頭の討伐,도도브랑고 １마리 토벌
447980,1259789214,なし,없음
447984,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
447988,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
447992,1526816983,教官,교관
447996,3364524037,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意させて
もらった。複数のモンスター
の討伐を、猟団の
仲間と行うのだ。支給品も
一切用意しないので、事前に
仲間たちと相談して出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비 하였다. 여러 마리의
몬스터 토벌을, 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라.
보수는 특수한 광석이다!"
448320,2434531609,"≪猟団クエスト≫
試されし絆・鎧鎌編","≪수렵단 퀘스트≫
시험받는 인연·개겸편"
448324,1837915603,グラビモス１頭の討伐,그라비모스 １마리 토벌
448328,3584344820,ショウグンギザミ１匹の討伐,쇼군기자미 １마리 토벌
448332,1259789214,なし,없음
448336,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
448340,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
448344,1526816983,教官,교관
448348,3364524037,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意させて
もらった。複数のモンスター
の討伐を、猟団の
仲間と行うのだ。支給品も
一切用意しないので、事前に
仲間たちと相談して出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비 하였다. 여러 마리의
몬스터 토벌을, 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라.
보수는 특수한 광석이다!"
448672,2378463944,"≪猟団クエスト≫
試されし絆・角竜編","≪수렵단 퀘스트≫
시험받는 인연·각룡편"
448676,2742115660,ディアブロス１頭の討伐,디아브로스 １마리 토벌
448680,3903821192,ディアブロスの尻尾切断,디아브로스의 꼬리 절단
448684,1259789214,なし,없음
448688,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
448692,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
448696,1526816983,教官,교관
448700,1629585721,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意させて
もらった。モンスターの
指定部位の破壊と討伐を、
猟団の仲間と行うのだ。
支給品も一切用意しないので、
事前に仲間たちと相談して
出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비 하였다. 몬스터의 지정
부위 파괴와 토벌을, 수렵단
동료와 함께하는 것이다.
지급품도 일절 준비하지
않으니, 사전에 동료들과
상의하여 출발하라. 보수는
특수한 광석이다!"
449024,810000363,"≪猟団クエスト≫
試されし絆・棘竜編","≪수렵단 퀘스트≫
시험받는 인연·극룡편"
449028,3820693366,エスピナス１頭の討伐,에스피나스 １마리 토벌
449032,2825252786,エスピナスの尻尾切断,에스피나스의 꼬리 절단
449036,1259789214,なし,없음
449040,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
449044,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
449048,1526816983,教官,교관
449052,1629585721,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意させて
もらった。モンスターの
指定部位の破壊と討伐を、
猟団の仲間と行うのだ。
支給品も一切用意しないので、
事前に仲間たちと相談して
出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비 하였다. 몬스터의 지정
부위 파괴와 토벌을, 수렵단
동료와 함께하는 것이다.
지급품도 일절 준비하지
않으니, 사전에 동료들과
상의하여 출발하라. 보수는
특수한 광석이다!"
449376,385260949,"≪猟団クエスト≫
試されし絆・双轟編","≪수렵단 퀘스트≫
시험받는 인연·쌍굉편"
449380,3876440565,ティガレックス２頭の討伐,티가렉스 ２마리 토벌
449384,1259789214,なし,없음
449388,1259789214,なし,없음
449392,4061774871,メインターゲットの達成,메인 타겟 달성
449396,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
449400,1526816983,教官,교관
449404,3061995944,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意させて
もらった。複数のモンスター
の討伐を猟団の仲間と行う
のだ。支給品も一切用意
しないので、事前に
仲間たちと相談して出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비하였다. 여러 마리의
몬스터 토벌을 수렵단 동료와
함께하는 것이다. 지급품도
일절 준비하지 않으니, 사전에
동료들과 상의하여 출발하라.
보수는 특수한 광석이다!"
449728,3142855000,"≪猟団クエスト≫
試されし絆・双水編","≪수렵단 퀘스트≫
시험받는 인연·쌍수편"
449732,4208363142,ガノトトス１頭の討伐,가노토토스 １마리 토벌
449736,1577475053,ガノトトス亜種１頭の討伐,가노토토스 아종 １마리 토벌
449740,1259789214,なし,없음
449744,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
449748,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
449752,1526816983,教官,교관
449756,2656498516,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意したぞ！
複数のモンスターの討伐を、
猟団の仲間と成し遂げるのだ！
支給品も一切用意しないので、
事前に仲間たちと相談して
出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비했다! 여러 마리의 몬스터
토벌을, 수렵단 동료와 함께
해내는 것이다! 지급품도 일절
준비하지 않으니, 사전에
동료들과 상의하여 출발하라.
보수는 특수한 광석이다!"
449940,3981283368,チャチャブー１０匹の討伐,챠챠브 10마리 토벌
450080,2217842765,"≪猟団クエスト≫
試されし絆・晶蠍編","≪수렵단 퀘스트≫
시험받는 인연·정갈편"
450084,706086164,アクラ・ヴァシム１匹の討伐,아크라·바심 １마리 토벌
450088,832513939,アクラ・ヴァシムの尻尾切断,아크라·바심의 꼬리 절단
450092,1259789214,なし,없음
450096,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
450100,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
450104,1526816983,教官,교관
450108,1629585721,"うむ！吾輩だ！教官だ！
今日は諸君らの絆を試すべく、
難しい依頼を用意させて
もらった。モンスターの
指定部位の破壊と討伐を、
猟団の仲間と行うのだ。
支給品も一切用意しないので、
事前に仲間たちと相談して
出発せよ。
報酬は特殊な鉱石だぞ！","음! 본관이다! 교관이다!
오늘은 제군들의 인연을
시험하고자, 어려운 의뢰를
준비 하였다. 몬스터의 지정
부위 파괴와 토벌을, 수렵단
동료와 함께하는 것이다.
지급품도 일절 준비하지
않으니, 사전에 동료들과
상의하여 출발하라. 보수는
특수한 광석이다!"
450432,36039854,"≪猟団クエスト≫
試されし絆・双鎧編","≪수렵단 퀘스트≫
시험받는 인연·쌍개편"
450436,1837915603,グラビモス１頭の討伐,그라비모스 １마리 토벌
450440,221695381,グラビモス亜種１頭の討伐,그라비모스 아종 １마리 토벌
450444,1259789214,なし,없음
450448,1891900521,マストオーダー全ての達成,머스트 오더 전부 달성
450452,1309760743,"報酬金ゼロ
タイムアップ","보수금 제로
타임 오버"
450456,1526816983,教官,교관
